,Sentence,Usage,Idiom,BetweenPOS,NumOfWordsBetween,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG
2530,he pull no punch when he say we collapse like a pack of card,I,pull_punch,['AT0'],1,PNP,,AVQ-CJS,PNP,1,14,0.3597142857142857
2531,and by the way jenkins pull no punch on the prospect for the wales side now partly his to command substantial improvement be go to be necessary before we can even consider win,I,pull_punch,['AT0'],1,NP0,NN1,PRP,AT0,1,33,0.5226111111111111
2532,when she play-fought with elie billy 's mongrel dog harriet actually pull she punch when unleash swipe with she paw that could easily have crush the dog 's skull,L,pull_punch,['DPS'],1,AV0,NP0,CJS,VVG-AJ0,1,29,0.08676923076923078
2533,some of up in downsville be so laid-back that it simply waft around you ear like tobacco smoke and they have an irritating habit of pull they potential punch for fear of tread on someone 's daisy,I,pull_punch,"['DPS', 'AJ0-NN1']",2,PRF,NN1,PRP,NN1,1,37,0.12699999999999997
2534,the mani pulite clean hand investigation in italy that have now snare ing c olivetti & co spa see page seven have win universal admiration for it thoroughness and determination not to pull punch we only concern be that if you simply put the two word mani and pulite together the thing do not sound nearly so squeaky clean,I,pull_punch,[],0,TO0,XX0,DPS,AJ0,1,59,0.3897419354838711
2535,good say polly with satisfaction as if she need not worry now about pull any punch,Q,pull_punch,['DT0'],1,PRP,AV0,,,1,16,0.32425
2536,last week 's national audit report on the quality of road and bridge construction pull few punch in it look at the work of the department of transport the welsh office and the scottish development office,I,pull_punch,['DT0'],1,NN1,NN1,PRP,DPS,1,36,0.2776206896551724
2537,few punch be pull in this war of the union,Q,pull_punch,"['PRP', 'DT0', 'NN1', 'PRF', 'AT0']",5,VBD,NN2,,,1,10,0.16400000000000003
2538,it be extremely effective do not pull any punch but have catch i eye and make i think,I,pull_punch,['DT0'],1,XX0,VDD,CJC,VHD,1,18,0.49399999999999994
2539,nizan generally speak he mind and refuse to pull he punch,I,pull_punch,['DPS'],1,TO0,VVD-VVN,,,1,11,-0.01228571428571428
2540,i warn you i be not go to pull any punch howard tell miriam when she come back the following week with the film crew,Q,pull_punch,['DT0'],1,TO0,VVG,NP0,VVZ,1,25,0.2875384615384616
2541,it mention human death pull no punch to please and be transparent in it will to manipulate,I,pull_punch,['AT0'],1,NN1,AJ0,TO0,VVI,1,17,0.24245454545454548
2542,yet while she have be pull no punch as the dynamic young wpc jane have be wrestle with the thorny dilemma of whether she can find lasting love with teacher grant mitchell play by craig mclachlan,Q,pull_punch,['AT0'],1,VBN,VHZ,PRP,AT0,1,36,0.2866111111111111
2543,the headmaster would never tell he and most of this lot will pull they punch,Q,pull_punch,['DPS'],1,VM0,NN1,,,1,15,0.3172857142857143
2544,child slave be write in prose that pull no punch and be strident when it have to be unlike when the bough break which be a bit bloodless by comparison,I,pull_punch,['AT0'],1,CJT,NN1,CJC,VBZ,1,30,0.14066666666666666
2545,cop do not believe in pull punch and while they be not too high up in the musical originality stake there be blood and fire mix in there somewhere,Q,pull_punch,[],0,PRP,VVI,CJC,CJS,1,29,0.3489411764705882
2546,boxer frank bruno say he would pull no punch in he campaign to help underprivileged young people when he join more than 400 youngster be give a new chance in life by the prince 's trust at a special promotion in ayr yesterday,I,pull_punch,['AT0'],1,VM0,PNP,PRP,DPS,1,43,0.35944000000000004
2547,wait for the opponent to move or force he to pull he weight off the front foot before sweeping or hook it,L,pull_weight,['DPS'],1,TO0,PNP,PRP,AT0,1,22,0.2471875
2548,moreover control upon those member of the section who be not pull they weight be often assert from below as it be in the mocking manner in which the policeman quote above report he colleague 's absence from work due to migraine,I,pull_weight,['DPS'],1,XX0,VBB,VBZ,AV0,1,42,0.3366666666666666
2549,be firm and tell he that he must either pull he weight or leave,Q,pull_weight,['DPS'],1,AV0,VM0,CJC,VVB-NN1,1,14,0.5816
2550,germany 's chancellor helmut kohl be determine that despite opposition from the left he country should then pull it proper weight,I,pull_weight,"['DPS', 'AJ0']",2,AV0,VM0,,,1,21,0.38480000000000003
2551,where two tractor be of equal power the heavy will probably need to be in a low gear to pull the same weight,L,pull_weight,"['AT0', 'DT0']",2,TO0,NN1,,,1,23,0.3447222222222222
2552,perhaps you will have a part-time job and a small capital reserve to tide you over the lean year until the farm be pull it weight,I,pull_weight,['DPS'],1,VBZ,NN1,,,1,26,0.4517333333333333
2553,after all we each know who pull they weight and who lig it,I,pull_weight,['DPS'],1,PNQ,VVB,CJC,PNQ,1,13,0.06899999999999999
2554,ask yourself whether other who live in you home be pull they weight,I,pull_weight,['DPS'],1,VBB,NN1,,,1,13,0.627
2555,but if anyone be not pull he weight herbert chapman soon get to know about it,Q,pull_weight,['DPS'],1,XX0,VBD,NP0,NP0,1,16,0.5930000000000001
2556,if someone at work be not pull they weight we must be straightforward and talk to they without anger remain tolerant even if they be cynical,I,pull_weight,['DPS'],1,XX0,VBZ,PNP,VM0,1,26,-0.12036363636363635
2557,we have be bring up to regard the house as we domain and despite want a man to pull he weight can resent the feeling of be usurp,I,pull_weight,['DPS'],1,TO0,NN1,VM0,VVI,1,28,0.47570588235294115
2558,it be a pity that we share of the glory at cern britain pay a lot of money into this uniquely successful collaboration each year be mar by european complaint that this country be not pull it weight in international project such as nuclear safety research see opposite or fusion,I,pull_weight,['DPS'],1,XX0,VBZ,PRP,AJ0,1,50,0.33946428571428566
2559,often it be the company wife who be be quietly sum up to see if she can keep up with she husband or pull she weight in a job which make a lot of social demand,I,pull_weight,['DPS'],1,CJC,NN1,PRP,AT0,1,36,0.48538095238095236
2560,candidate 's answer of course i do not mind when thing be very hectic i be always keen to pull i weight,I,pull_weight,['DPS'],1,TO0,AJ0,,,1,22,0.17833333333333334
2561,i can pull weight say nicholas,L,pull_weight,[],0,VM0,PNP,VVD,NP0,1,6,0.7919999999999999
2562,he do not pull he weight but know how to keep it from the consultant,Q,pull_weight,['DPS'],1,XX0,VDD,CJC,VVD,1,15,0.6726250000000001
2563,dalian pull he weight,Q,pull_weight,['DPS'],1,NN1-NP0,,,,1,4,0.881
2564,atkinson be pull he weight,Q,pull_weight,['DPS'],1,VBZ,NP0,,,1,5,0.881
2565,these domestic arrangement may depend on a number of people pull they weight and the reliability of individual be critical for the safety and well-being of the old person,I,pull_weight,['DPS'],1,NN0,PRF,CJC,AT0,1,29,0.41180000000000005
2566,we have all get to do we duty pull we weight et cetera et cetera,I,pull_weight,['DPS'],1,NN1,DPS,UNC,UNC,1,15,0.63175
2567,he warn they you can not have all the perk without pull you weight,I,pull_weight,['DPS'],1,PRP,NN2,,,1,14,0.30525
2568,some member of this class have not be pull they weight,I,pull_weight,['DPS'],1,VBN,XX0,,,1,11,0.5686666666666667
2569,this guarantee total inadequacy but the pay-off be a the knowledge that nobody could cope with all fifteen and that therefore the failure do not reflect badly on he personally and b some self-righteousness at how hard he be try to contribute and resentment at those who be not pull they weight,I,pull_weight,['DPS'],1,XX0,VBB,,,1,52,0.25633333333333336
2570,responsible neighbourly and democratic for nearly half a century it have be as gemأ¼tlich abroad as it have be at home pull either it weight or it punch as the occasion demand,I,pull_weight,"['AV0', 'DPS']",2,NN1,PRP,CJC,DPS,1,32,0.5113333333333334
2571,"the cost be $10,000-70,000 though customer must provide they own car which need to have engine powerful enough to pull all that extra weight",L,pull_weight,"['DT0', 'DT0-CJT', 'AJ0']",3,TO0,AV0,,,1,24,0.5728235294117647
2572,she think at least mary and reggie will pull they weight at least one can say that of they kind,I,pull_weight,['DPS'],1,VM0,NP0,PRP,AV0,1,20,0.27149999999999996
2573,all member be expect to pull they weight,Q,pull_weight,['DPS'],1,TO0,VVN,,,1,8,0.17650000000000002
2574,should partner neglect to do they work or fail to pull they weight through absence etc. the other partner be entitled to compensation,I,pull_weight,['DPS'],1,TO0,VVB,PRP,NN1,1,23,0.34156249999999994
2575,since result be dependent on team effort manager be also give an incentive to ensure that each member of the team pull he or she weight,I,pull_weight,"['DPS', 'CJC', 'DPS']",3,NN1,AT0,,,1,26,0.447125
2576,you be expect to pull you weight in this direction and there be no question of anyone get pay,Q,pull_weight,['DPS'],1,TO0,VVN,PRP,DT0,1,19,0.5506
2577,they have to pull they weight but they bring up one or two who have lose they parent just as if they be they own child,Q,pull_weight,['DPS'],1,TO0,VHD,CJC,PNP,1,26,0.3504285714285715
2578,he find that a quiet bay gelding have be saddle for he and mount along with the other the hearthware hiss with effort as they pull the weight of they armour into the saddle,L,pull_weight,['AT0'],1,PNP,CJS,PRF,DPS,1,34,0.4854117647058824
2579,i be sure i will try to pull i weight sir he say he damask cheek give no sign of the tongue inside it,Q,pull_weight,['DPS'],1,TO0,VVI,NN1,PNP,1,24,0.5258
2580,if you be go to stay out you time here you will have to pull you weight,Q,pull_weight,['DPS'],1,TO0,VHI,,,1,17,0.5604444444444445
2581,health secretary virginia bottomley second right be pull she weight yesterday and helping raise money for save the child,Q,pull_weight,['DPS'],1,VBD,NN1,AV0,CJC,1,19,0.44623076923076926
2582,anyway please could you thank george most sincerely for he endeavour the fact that everyone pull they weight up there ensure the place run at minimal cost to all user,I,pull_weight,['DPS'],1,PNI,CJT,AVP,AV0,1,30,0.30255
2583,caroline never make any fuss about pull she weight,Q,pull_weight,['DPS'],1,PRP,NN1-VVB,,,1,9,0.276
2584,in this place everyone pull he or she weight,Q,pull_weight,"['DPS', 'CJC', 'DPS']",3,PNI,NN1-VVB,,,1,9,0.4042
2585,"respond to criticism that germany be not pull it weight within the alliance the government announce on jan. 25 that it financial contribution to the gulf effort total dm5,300 million of which dm3,400 million be for western ally and dm1,900 million for frontline arab state us$1.00=dm1.4885 as at jan. 28 1991",I,pull_weight,['DPS'],1,XX0,VBD,PRP,AT0,1,51,0.44996428571428576
2586,melissa pull she sag weight from the fence,L,pull_weight,"['PNP', 'VVG-AJ0']",2,NP0,,PRP,AT0,1,8,0.20140000000000002
2587,she attest in september 1939 that universally householder have be shocked at the disgraceful and disgusting condition in which a certain portion of the population life and that the low slum type form the majority of the mother some out for what they can get most of they dirty many of they idle and unwilling to work or pull they weight,I,pull_weight,['DPS'],1,CJC,VVI,,,1,61,0.343923076923077
2588,francis have never be interested in the business and he be never pull he weight,I,pull_weight,['DPS'],1,AV0,VBZ,,,1,15,0.5748571428571428
2589,it be all place an intolerable burden on charity like save the child who say far too often the international community be not pull it weight,I,pull_weight,['DPS'],1,XX0,VBZ,,,1,26,0.24025
2590,i would like to feel i be pull i weight,Q,pull_weight,['DPS'],1,VBB,PNP,,,1,10,0.8185
2591,after all i would hate anyone to think i be not pull i weight,Q,pull_weight,['DPS'],1,XX0,VBD,,,1,14,0.2916666666666667
2592,age from eighteen to eighty some have not ring a bell for almost fifty year but everyone pull they weight on this historic occasion,I,pull_weight,['DPS'],1,PNI,CJC,PRP,DT0,1,24,0.3047333333333333
2593,i job as deputy chief whip be to get mps to pull they weight so i think i have well set an example,I,pull_weight,['DPS'],1,TO0,NN0,CJS,PNP,1,23,0.7143571428571428
2594,they they would love he i mean one of they it be annoying really cos terry be just not pull he weight,Q,pull_weight,['DPS'],1,XX0,AV0,,,1,22,0.45333333333333337
2595,i feel like i can be contribute towards for i must admit that i do feel as though i could be pull i weight a bit especially when chris worry about money,I,pull_weight,['DPS'],1,VBI,VM0,AT0,NN1,1,32,0.5938181818181818
2596,you need treat pull some weight,Q,pull_weight,['DT0'],1,VVG,VVB,,,1,6,0.89425
2597,well three nut spit i out and i can honestly say that the first time i fall headfirst face outwards above the wall we have just climb i really do see star,I,see_star,[],0,VDD,AV0,,,1,32,0.2724166666666667
2598,it be one of those gorgeous early morning when the sun have just rise but it be still dark enough to see the bright star,L,see_star,"['AT0', 'AJS']",2,TO0,AV0,,,1,25,0.3564736842105262
2599,a nice piece of work but bear in mind that a much more ambitious measurement which would have take the big chunk of the hubble 's observe time be completely beyond the telescope 's present capacity because it involve see faint variable star in far-off galaxy,L,see_star,"['AJ0', 'NN1-AJ0']",2,VVZ,PNP,PRP,AJ0,1,46,0.41865625000000006
2600,the darkness intensify down in the wood though i could see star between the bough,L,see_star,[],0,VM0,PNP,PRP,AT0,1,15,0.3869090909090909
2601,for we have see he star in the east and be come to worship he,L,see_star,['DPS'],1,VHB,PNP,PRP,AT0,1,15,0.41620000000000007
2602,and when they see the star they rejoice with exceed great joy,L,see_star,['AT0'],1,PNP,CJS,PNP,VVD,2,12,0.7244285714285715
2603,pete see star,Q,see_star,[],0,NP0,,,,1,3,0.44599999999999995
2604,at mgm he see all the famous movie star that populate that most famous of studio and to he friend he name-dropped a few like grace kelly with whom he fall in love from afar before she run off to marry she prince,L,see_star,"['DT0', 'AT0', 'AJ0', 'NN1']",4,PNP,NP0,CJT,VVD,2,43,0.27269565217391306
2605,it be a starry night that night and by lean against the cold window boy could see the star not the star of the bar ceiling now but the real one,L,see_star,['AT0'],1,VM0,NN1,XX0,AT0,3,31,0.3442
2606,then they drive on freezing because boy keep he window down so that he could see the star,L,see_star,['AT0'],1,VM0,PNP,,,2,18,0.378875
2607,in the same way they look up into the night sky to see the star and feel the awe and wonder of the infinite world with they infinite distance into which may be submerge all we preoccupation as if we have wash we soul in the ocean of space,L,see_star,['AT0'],1,TO0,NN1,CJC,VVB,1,49,0.322470588235294
2608,do people pay to go to athletics meeting because it be athletics or do they go to see the individual star,L,see_star,"['AT0', 'AJ0']",2,TO0,VVI,,,1,21,0.6373749999999999
2609,see the star,L,see_star,['AT0'],1,,AT0,,,1,3,0.609
2610,the fist come up and catch he on the side of the head and jack go down see little sparkling star,I,see_star,"['AV0', 'AJ0']",2,AVP,VVD,,,1,21,0.31533333333333335
2611,one day much to dustin 's irritation she ask the driver of the limo that be take the two of they back to manhattan to stop because she see a wish star in the sky,L,see_star,"['AT0', 'VVG']",2,PNP,CJS,PRP,AT0,2,35,0.4167307692307692
2612,but itv association chairman greg dyke say the proposal would lead to the network lose hit show and mean star like the bill 's christopher ellison would only be see on satellite tv,L,see_star,"['PRP', 'NN1']",2,VBI,AV0,,,1,33,0.3853157894736843
2613,see the star and have fun at a bargain price,L,see_star,['AT0'],1,,NN1,CJC,VHB,2,10,0.516
2614,it be love-all when elton see star,Q,see_star,[],0,NP0,AVQ,,,1,7,0.44599999999999995
